date,user_id,steps
2022-06-01,57865d27-2c1e-472c-86f8-efbc407f56d2,7696
2022-06-01,3047e122-f988-4355-9227-6cb84f393cdc,15019
2022-06-01,162d3304-5b5c-4879-896b-c90140095f60,3577
2022-06-01,c49160e8-9d33-4e37-b96b-f6bf28d66bc7,2605
2022-06-01,a2dc2edf-74e0-4a0e-adac-d801ef91f81e,4978
2022-06-01,a7f8ace0-2c55-4654-b916-a53f40e31060,18013
2022-06-01,59414ca6-fc88-4153-9ec3-b7a991c58b15,8069
2022-06-01,e8dc090b-6dad-4555-8862-7261ff9e9224,8465
2022-06-01,37e3ef84-f613-4b9d-a312-72b809241699,8457
2022-06-01,79bc8e7f-6bcb-4f50-97ab-799ecf651318,0
2022-06-01,c782e3ca-9d4d-4963-acec-b876ee8b531f,4187
2022-06-01,47d16b78-194b-42fe-8e12-5fb41ccf950f,2200
2022-06-01,8d1e73ef-a0b1-44e2-956b-0edd91d814fd,4215
2022-06-01,ad412df3-6256-4e15-8991-72df020b3cac,16408
2022-06-01,b88915ec-556a-4fb2-9dce-4458b456bb02,13708
2022-06-01,6f4a3471-53ce-4c55-9b74-2ab46c217248,23588
2022-06-01,5283fb71-6220-4d6f-9af1-298a430790b3,0
2022-06-01,2f647ead-3f1c-4e52-ada9-fb3ea9d1e429,6625
2022-06-01,b7aa5eba-2c4e-41af-b8a7-fcdc85ec1bfa,11424
2022-06-01,6e731c15-822e-4026-a09f-093724c47bc8,2561
2022-06-01,54160bb7-f7e1-46f5-b089-2d7ac120b45b,12378
2022-06-01,9a7abf65-00b0-4a9d-9c79-1912d25bb1d4,9766
2022-06-01,b5988ad4-9dbb-47b7-a193-42a4ee42f360,2918
2022-06-01,524b1bb1-454d-4a43-9b46-b9f05e894c0d,12063
2022-06-01,3687f153-3282-4382-8c81-9f4bb24616ab,20871
2022-06-01,b7999684-07b7-4c2d-a217-039572be7a80,0
2022-06-01,23ef88bf-4e61-4925-be1a-bacd274a2879,11505
2022-06-01,f0b6fa80-2a5e-4f57-957d-27154c76c4af,14935
2022-06-01,e44a337f-1035-48f8-82ae-0266f87cd9bd,5399
2022-06-01,fbf1d1b8-833c-40ce-a8ae-131db96dc7e1,8732
2022-06-01,ca3fa167-fcde-428e-af83-ff1518b3e9ba,0
2022-06-01,91def501-ab70-4ad6-8c3c-6cee2615c628,21579
2022-06-01,981525fe-c391-43a5-b839-f01d5a759421,0
2022-06-01,46659f31-6aec-4c48-a31f-d6698085968e,2492
2022-06-01,2c789ec8-64f2-4903-a236-242c93171c6e,12009
2022-06-01,3f37aac3-8415-4473-b4e4-c9344860409e,12377
2022-06-01,79818470-00ba-4d82-9179-4e62ec6ddf84,19545
2022-06-01,3b441cdd-d13c-4765-9480-ac3aec8e8cb6,2455
2022-06-01,bdad4bc3-70fb-4982-8afe-2d54f128ac0b,18682
2022-06-01,ba6aa432-2fca-4473-886d-5e355bfcd0a6,10435
2022-06-01,b5ef7d50-7c06-47d9-a146-39235e3c5ab8,9543
2022-06-01,4267452d-3ae9-4a5f-b004-940dc9dffbfd,17527
2022-06-01,ea2478e1-0e89-49d9-976e-5ce32459eec6,3982
2022-06-01,704ab32f-d730-48ed-94a6-8f3c57bf4d8c,6331
2022-06-01,504f1761-2ac8-4823-9a2f-b0b24e48bdf5,4610
2022-06-01,b74926f4-578c-41d8-aa65-14de3127e064,0
2022-06-01,913c261c-7daa-44cb-9737-ab4d1fe065c5,18174
2022-06-01,7374dbaa-3e4a-4d52-896a-e2b80fcce4af,1202
2022-06-01,33da74d2-1f45-434f-86ee-8ac812998d13,4748
2022-06-01,32c82446-e82d-4830-95f1-e8b47c662f58,9604
2022-06-01,4d532ced-af37-46f2-897c-cda116fe5162,3849
2022-06-01,d3279999-bc8f-4352-82d7-7a0dcfc2fb73,10650
2022-06-01,6bb56d67-0307-4f53-85a6-f4a10575f567,13604
2022-06-01,29deb708-e1f8-48a1-b522-b56b574b3c28,27503
2022-06-01,97243a0a-9d3c-4d43-bb3d-30067a755c00,12648
2022-06-01,9d6c94bc-3b8f-4259-a0e0-abfe7620673b,15785
2022-06-01,9cbea79e-73df-4327-b362-7bd732014fea,16059
2022-06-01,2ce31c42-da2f-41e6-b7bc-62dce2ee5fca,17782
2022-06-01,8d12e6fb-0010-4f9e-905a-13cc33524f49,16594
2022-06-01,e78963b4-088c-464b-9ecc-885fc1b0f4a3,28270
2022-06-01,44f5790c-bb39-4d33-8c87-8d9bdf0b0db4,4444
2022-06-01,92e9ae14-684d-4e17-8cb7-73c9146c9258,5251
2022-06-01,67dc4db7-b643-4201-ab77-034ee1762ae6,9485
2022-06-01,ce414c1e-34e2-4a0f-8d2f-3a9b2045287a,21673
2022-06-01,dd093110-b441-4fd7-89df-7dfc9331e5d7,7551
2022-06-01,383700d7-4449-48a1-b393-07bed2fc74bc,11758
2022-06-01,0c0ddf93-077a-47e1-b1c5-88c9f314806c,0
2022-06-01,fceb9b71-ac71-46c2-8d46-864e906f36ee,13909
2022-06-01,0808c6ef-cc62-4419-adc8-20e735f28548,0
2022-06-01,915089f4-45e6-43a3-a09c-9c64f0f39a8c,688
2022-06-01,f63fac02-9d74-424d-8035-8d296feacf8e,7652
2022-06-01,55c54658-f7b5-46d8-823f-ffc99eccf53e,20543
2022-06-01,2c7ed198-3436-46e4-96d5-b84770b0559b,7292
2022-06-01,b4b4fca6-85ed-47e7-af40-83b4a5a62814,2911
2022-06-01,8dfecb00-ebd6-46e5-b611-3f8b7a610fc6,24172
2022-06-01,2060ed71-b224-4a74-a249-7ccd5486faf4,4876
2022-06-01,cc8efddf-7559-4b02-b629-2b5d4f475195,2814
2022-06-01,137752f3-fcdf-4950-ba1d-b89b37537674,8709
2022-06-01,5d94f364-6810-4193-abc6-e4c5e87479da,11963
2022-06-01,bc5f3701-6f95-4d49-9343-283fb7af87db,16597
2022-06-01,dc92c671-4e54-4b38-85a6-bfdf62d51fc5,20505
2022-06-01,3661a4a3-34a6-401d-a704-981050483bad,3139
2022-06-01,641cd1bf-cf65-4850-86bc-e954514e476e,22992
2022-06-01,1af12f53-7e65-4c18-96ef-45b615125abc,17477
2022-06-01,b26eeb1d-7744-45c4-96e4-4d9e453dbeda,11535
2022-06-01,6db512ae-7576-4cd8-ae36-d629639be070,15962
2022-06-01,01470b0c-cfc7-4b05-bfd2-562ec8ed8f30,16436
2022-06-01,36b7de15-de95-45af-979e-8e573f36628e,3444
2022-06-01,148a0231-0c02-4be5-9a07-14c2f74ba9d7,5797
2022-06-01,a0cb339a-516c-4c09-83d1-2cfb6b5a3607,0
2022-06-01,9891b4d7-d400-4380-8f16-12ad3f434554,9113
2022-06-01,9e6a7e1c-e4c7-4db2-8e88-827b2c0890a7,6071
2022-06-01,a3c9ae79-a380-44c5-b73b-dec3e3a50032,15748
2022-06-01,632c2363-fdfc-40ca-ade7-c604d618a6a9,13097
2022-06-01,dcc85dbb-7243-43aa-a590-1b55532fd591,12804
2022-06-01,8eb823da-fa02-432a-8778-93fc99de3299,15393
2022-06-01,eede4556-d4fe-4302-9e1f-fe9a4bd9b31f,5993
2022-06-01,10804c3f-33c6-47a3-8c34-d959801e36ac,18590
2022-06-01,4fdd0c6b-8a56-4659-b3de-4b13e78e5767,2357
2022-06-01,d2f41aad-448e-4020-ba2f-f29165e02e89,4727
2022-06-02,92e9ae14-684d-4e17-8cb7-73c9146c9258,11364
2022-06-02,9cbea79e-73df-4327-b362-7bd732014fea,5107
2022-06-02,b7aa5eba-2c4e-41af-b8a7-fcdc85ec1bfa,0
2022-06-02,8dfecb00-ebd6-46e5-b611-3f8b7a610fc6,0
2022-06-02,5d94f364-6810-4193-abc6-e4c5e87479da,6074
2022-06-02,fbf1d1b8-833c-40ce-a8ae-131db96dc7e1,0
2022-06-02,4267452d-3ae9-4a5f-b004-940dc9dffbfd,11489
2022-06-02,3f37aac3-8415-4473-b4e4-c9344860409e,13462
2022-06-02,2c789ec8-64f2-4903-a236-242c93171c6e,1814
2022-06-02,915089f4-45e6-43a3-a09c-9c64f0f39a8c,14340
2022-06-02,913c261c-7daa-44cb-9737-ab4d1fe065c5,0
2022-06-02,4fdd0c6b-8a56-4659-b3de-4b13e78e5767,15428
2022-06-02,981525fe-c391-43a5-b839-f01d5a759421,18045
2022-06-02,36b7de15-de95-45af-979e-8e573f36628e,5379
2022-06-02,29deb708-e1f8-48a1-b522-b56b574b3c28,7889
2022-06-02,3661a4a3-34a6-401d-a704-981050483bad,8659
2022-06-02,9e6a7e1c-e4c7-4db2-8e88-827b2c0890a7,0
2022-06-02,3687f153-3282-4382-8c81-9f4bb24616ab,13207
2022-06-02,b26eeb1d-7744-45c4-96e4-4d9e453dbeda,8867
2022-06-02,9891b4d7-d400-4380-8f16-12ad3f434554,19138
2022-06-02,524b1bb1-454d-4a43-9b46-b9f05e894c0d,2847
2022-06-02,6e731c15-822e-4026-a09f-093724c47bc8,10793
2022-06-02,b4b4fca6-85ed-47e7-af40-83b4a5a62814,21430
2022-06-02,5283fb71-6220-4d6f-9af1-298a430790b3,8834
2022-06-02,b88915ec-556a-4fb2-9dce-4458b456bb02,2667
2022-06-02,c782e3ca-9d4d-4963-acec-b876ee8b531f,0
2022-06-02,eede4556-d4fe-4302-9e1f-fe9a4bd9b31f,5924
2022-06-02,bc5f3701-6f95-4d49-9343-283fb7af87db,6398
2022-06-02,37e3ef84-f613-4b9d-a312-72b809241699,8013
2022-06-02,79bc8e7f-6bcb-4f50-97ab-799ecf651318,6163
2022-06-02,ad412df3-6256-4e15-8991-72df020b3cac,20492
2022-06-02,55c54658-f7b5-46d8-823f-ffc99eccf53e,1865
2022-06-02,ea2478e1-0e89-49d9-976e-5ce32459eec6,14832
2022-06-02,3047e122-f988-4355-9227-6cb84f393cdc,10299
2022-06-02,44f5790c-bb39-4d33-8c87-8d9bdf0b0db4,14943
